subscription_id,customer_id,start_date,end_date,status,cancellation_reason,renewal_count,monthly_fee
14669,2996,23-12-2021,,active,,2,19.99
14670,11139,2021-07-31,,active,,5,19.99
14671,1505,2020-05-28,2021-05-04,cancelled,N/A,2,19.99
14672,8797,2022-03-16,2024-06-30,Canceled,N/A,9,24.99
14673,5154,2022-07-05,,active,,5,49.99
14674,2239,2021-11-28,2022-09-08,churned,Other,5,9.99
14675,2128,2023-06-06,,active,,12,49.99
14676,12450,2020-06-29,2023-06-15,churned,Switched to competitor,6,24.99 USD
14677,18696,2024-04-02,2024-06-19,cancelled,Technical issues,2,12.99
14678,9932,2023-12-12,2026-08-13,active,,12,49.99
14679,6770,02-08-2020,,active,,10,19.99
14680,3393,2024-08-21,12-03-2026,active,,2,49.99 USD
14681,18844,2022-11-11,,active,,-1,49.99
14682,5604,21-11-2021,,active,,7,19.99
14683,3035,24-12-2020,05-03-2022,churned,Switched to competitor,13,24.99
14684,18827,2022-08-11,2024-12-02,churned,Too expensive,13,12.99 USD
14685,13468,2022-03-24,,active,,11,12.99
14686,5294,12-12-2022,,active,,-1,49.99
14687,6137,2024-11-24,2025-11-23,churned,Technical issues,1,24.99
14688,7142,2020-12-26,,active,,13,24.99
14689,8594,07-10-2021,2022-03-16,cancelled,,10,49.99
14690,19894,2024-07-25,,active,,11,49.99 USD
14691,6983,2020-10-25,,active,,-1,49.99
14692,16844,08-02-2021,2023-08-15,active,,1,12.99
14693,7615,08-01-2024,,active,,5,24.99 USD
14694,18989,29-07-2023,2025-10-20,Canceled,Switched to competitor,11,9.99
14695,19401,30-01-2021,,active,,13,49.99
14696,5577,2024-11-13,01-04-2025,churned,,4,9.99
14697,17059,2024-04-17,2024-10-13,cancelled,Switched to competitor,9,24.99
14698,7099,2024-04-21,,active,,1,49.99
14699,2447,2022-05-31,,active,,5,12.99
14700,15638,2023-02-15,2024-12-23,Canceled,Switched to competitor,8,19.99
14701,10870,22-01-2023,2023-08-02,cancelled,Switched to competitor,7,49.99
14702,880,2021-12-22,2023-06-12,active,,0,24.99
14703,15691,12-12-2022,2024-09-11,churned,,9,24.99
14704,2598,2020-03-18,2021-06-15,churned,,3,49.99
14705,1119,2022-03-02,26-08-2023,cancelled,,12,9.99
14706,4390,15-08-2020,,active,,1,49.99
14707,2821,19-05-2024,,active,,5,49.99
14708,13166,2023-10-15,2025-06-09,cancelled,Too expensive,-1,12.99
14709,9535,2020-10-16,,active,,6,9.99
14710,17676,2021-04-29,2022-03-16,churned,,10,12.99
14711,3267,2020-04-05,,active,,4,19.99
14712,13231,2024-12-18,,active,,12,19.99
14713,5167,14-03-2020,09-04-2022,churned,Technical issues,1,19.99 USD
14714,17074,08-10-2022,,active,,0,12.99
14715,19845,13-08-2020,,active,,5,12.99
14716,2841,2023-06-08,,active,,12,19.99
14717,16636,2022-01-22,,active,,6,9.99
14718,13016,2020-11-02,2023-04-07,cancelled,N/A,13,12.99
14719,7060,2022-05-17,,active,,9,24.99
14720,8911,2023-06-30,,active,,1,24.99
14721,14148,2023-08-30,2024-01-20,active,,2,24.99
14722,3506,2020-03-13,03-09-2022,active,,0,12.99
14723,14502,2021-02-23,22-01-2024,churned,,9,19.99
14724,9677,2023-12-19,,active,,0,24.99
14725,830,2022-07-01,2024-01-05,cancelled,Switched to competitor,0,49.99
14726,17965,22-06-2020,,active,,14,49.99
14727,8021,2021-01-23,2022-02-08,cancelled,,13,19.99
14728,16320,2021-12-14,2023-08-20,active,,6,24.99 USD
14729,10465,2023-08-20,2024-09-03,cancelled,,-1,12.99
14730,506,16-10-2022,,active,,2,9.99
14731,14711,2022-12-31,,active,,14,24.99
14732,13967,2023-09-06,,active,,0,19.99
14733,10103,2024-02-04,,active,,2,12.99 USD
14734,10028,2024-01-05,,active,,2,9.99
14735,5688,2021-03-04,2023-07-09,churned,Lack of use,10,12.99
14736,7996,2022-03-11,,active,,11,19.99
14737,2244,2021-12-12,2022-03-19,churned,Lack of use,14,12.99
14738,11681,14-01-2021,2022-12-24,churned,N/A,9,12.99
14739,15093,2022-08-06,2022-09-08,cancelled,Too expensive,12,49.99
14740,11206,12-03-2023,12-08-2023,cancelled,,14,9.99
14741,9622,2021-11-18,2022-03-21,churned,,3,24.99
14742,4684,2024-11-30,,active,,-1,9.99
14743,143,2022-06-19,,active,,2,49.99
14744,17184,2020-01-02,,active,,8,12.99
14745,13186,2021-09-05,18-03-2022,active,,0,24.99
14746,16462,2022-11-13,,active,,10,9.99
14747,13606,2024-03-04,2026-01-05,cancelled,Lack of use,2,9.99
14748,70,21-12-2022,2023-10-06,churned,,6,19.99
14749,18636,2022-11-15,,active,,3,49.99
14750,17940,05-11-2023,,active,,3,49.99
14751,3941,2023-08-07,2024-03-02,churned,,3,9.99
14752,7174,23-10-2020,,active,,5,12.99
14753,19188,2020-10-04,2022-06-22,churned,,13,12.99
14754,19502,2020-02-08,,active,,3,12.99
14755,13228,2021-04-04,,active,,5,9.99
14756,9378,23-12-2023,,active,,12,24.99
14757,6604,2023-11-17,2025-05-10,churned,N/A,10,12.99
14758,419,2023-12-10,2024-02-25,active,,5,19.99
14759,3342,2022-04-28,,active,,9,19.99
14760,11182,2022-10-22,02-05-2023,cancelled,,10,12.99
14761,6343,2022-02-26,,active,,0,49.99
14762,19577,2022-09-18,28-03-2024,cancelled,Lack of use,1,9.99
14763,9752,2023-10-02,,active,,8,12.99
14764,1300,2023-04-09,2025-04-09,active,,3,19.99
14765,7657,2023-01-17,2023-04-25,churned,Lack of use,-1,49.99
14766,6236,2024-06-06,2025-04-01,active,,6,12.99
14767,4842,2024-08-23,,active,,0,24.99
14768,13337,11-03-2020,,active,,7,12.99
14769,10429,2023-09-13,03-12-2023,cancelled,Lack of use,4,24.99
14770,1184,22-12-2021,,active,,12,49.99
14771,7104,2024-10-01,,active,,2,12.99
14772,11167,2024-03-07,2025-01-29,churned,,10,19.99
14773,11925,2021-11-01,2023-04-30,cancelled,,13,9.99
14774,3300,01-12-2021,,active,,9,24.99
14775,7156,2023-11-13,,active,,8,24.99
14776,16947,2023-01-20,2023-03-07,churned,,13,12.99
14777,3801,2021-07-04,2022-11-17,active,,8,9.99
14778,5448,23-10-2021,2024-01-01,churned,Too expensive,9,19.99
14779,7694,15-08-2021,2024-01-26,churned,,10,24.99
14780,3302,11-10-2021,2023-12-14,active,,5,12.99
14781,12053,2021-06-28,2021-11-24,Canceled,N/A,11,9.99
14782,15298,25-11-2022,2023-09-19,Canceled,Other,7,12.99
14783,9767,2025-04-27,2022-07-10,active,,13,24.99
14784,9372,2024-10-13,2026-08-25,cancelled,N/A,0,24.99
14785,6672,2022-01-02,,active,,0,49.99
14786,17401,2023-04-05,2025-02-16,churned,Too expensive,1,24.99
14787,16480,2023-01-14,,active,,7,12.99
14788,4716,2022-01-07,20-04-2022,churned,Switched to competitor,7,9.99
14789,8092,30-01-2022,30-09-2022,active,,8,12.99
14790,15592,2024-06-22,2027-04-13,Canceled,N/A,3,12.99
14791,16470,2020-02-08,2022-05-11,churned,Other,6,12.99
14792,17640,2020-10-22,,active,,12,24.99
14793,6250,25-02-2020,,active,,7,19.99
14794,12263,2020-08-04,2022-08-21,cancelled,Lack of use,12,12.99
14795,17666,2024-06-21,,active,,14,9.99
14796,5484,2021-07-23,2021-10-19,cancelled,,10,24.99
14797,19524,2024-11-22,2027-04-15,cancelled,Too expensive,3,49.99
14798,3784,30-08-2021,2022-12-03,cancelled,,7,24.99
14799,16528,19-06-2021,10-01-2023,cancelled,N/A,10,19.99
14800,616,02-04-2020,,active,,14,19.99
14801,17508,2020-12-17,,active,,4,12.99
14802,12827,2024-02-26,,active,,-1,49.99
14803,12333,28-06-2023,18-12-2023,cancelled,Lack of use,12,24.99
14804,17532,16-12-2022,2024-05-11,churned,Too expensive,0,19.99
14805,6688,2022-12-05,27-09-2024,cancelled,Other,0,24.99
14806,9106,28-02-2022,2024-01-03,churned,Too expensive,8,24.99
14807,16673,06-07-2021,2024-01-25,cancelled,Switched to competitor,8,49.99
14808,6346,2024-08-21,2027-07-05,active,,13,49.99
14809,6541,2020-09-05,,active,,10,19.99 USD
14810,916,2022-10-26,2023-08-11,churned,Technical issues,10,12.99
14811,1376,2022-07-10,2022-11-24,cancelled,Too expensive,11,12.99
14812,12459,07-07-2022,2022-08-27,cancelled,Too expensive,14,24.99
14813,14216,2020-08-10,2022-11-06,churned,,9,12.99 USD
14814,16462,2023-08-17,13-05-2024,cancelled,Too expensive,14,12.99
14815,11543,12-06-2023,,active,,14,24.99
14816,15777,09-02-2023,2025-08-30,cancelled,Other,11,9.99
14817,14866,2022-04-06,,active,,9,9.99
14818,10296,2023-04-28,,active,,3,19.99
14819,805,17-10-2024,,active,,0,49.99
14820,1378,10-12-2021,2024-09-24,cancelled,,7,24.99
14821,5658,27-10-2024,2027-10-25,active,,7,9.99
14822,14191,15-08-2021,,active,,7,19.99
14823,1410,24-08-2024,,active,,7,9.99
14824,489,2024-11-04,,active,,6,12.99
14825,2814,2021-12-06,22-09-2023,churned,Switched to competitor,5,24.99
14826,16329,2023-09-16,07-04-2025,churned,Other,13,12.99
14827,1451,2020-01-13,,active,,8,12.99
14828,19316,31-12-2023,10-01-2025,churned,Switched to competitor,7,12.99
14829,4274,21-06-2020,2022-08-27,Canceled,Too expensive,-1,12.99
14830,10140,14-02-2021,,active,,11,24.99
14831,9286,20-07-2024,2026-05-12,cancelled,,1,12.99
14832,8013,23-07-2021,2022-12-29,churned,Technical issues,6,12.99 USD
14833,5136,2021-07-24,,active,,14,19.99
14834,12692,2024-06-24,,active,,1,12.99
14835,5007,31-03-2021,,active,,5,9.99
14836,4567,2023-01-23,,active,,8,9.99 USD
14837,8103,2022-01-18,2022-07-22,cancelled,Other,7,19.99
14838,16634,2020-12-19,2023-06-14,churned,,1,19.99
14839,1746,2020-11-14,2021-02-25,cancelled,N/A,3,9.99
14840,14931,2021-12-29,2024-10-17,cancelled,N/A,-1,19.99
14841,13024,2021-12-20,2023-08-22,active,,0,9.99
14842,18639,2021-07-11,2023-12-24,churned,,7,49.99
14843,11433,02-06-2024,,active,,5,24.99
14844,14360,10-02-2024,2026-07-04,cancelled,,14,9.99 USD
14845,5582,2020-09-17,2022-07-03,churned,Switched to competitor,7,9.99
14846,17371,2022-07-24,2023-09-18,Canceled,Other,1,12.99
14847,13665,2020-10-27,15-08-2021,cancelled,Other,8,9.99
14848,14715,31-08-2022,,active,,3,49.99
14849,5872,13-03-2020,,active,,2,19.99
14850,2399,2024-12-25,22-06-2027,cancelled,N/A,11,12.99
14851,1273,2024-03-03,29-10-2025,cancelled,N/A,12,49.99
14852,16589,2023-12-22,,active,,1,12.99 USD
14853,19303,2023-12-04,2026-01-09,churned,,8,49.99
14854,13677,2020-05-18,,active,,4,9.99
14855,10852,2023-08-25,2025-10-25,active,,4,49.99 USD
14856,17621,2024-05-15,2025-11-16,churned,Other,3,49.99
14857,12426,22-07-2021,06-12-2022,active,,10,12.99
14858,5312,14-02-2024,,active,,6,9.99
14859,3232,2024-06-02,,active,,8,19.99
14860,982,01-05-2020,2022-03-19,churned,Too expensive,0,49.99
14861,19719,2023-06-22,,active,,6,19.99
14862,15900,2021-10-14,,active,,6,12.99
14863,7051,2020-08-15,,active,,9,19.99
14864,3187,2020-06-03,,active,,3,19.99
14865,8061,2020-08-23,,active,,1,24.99
14866,7421,2020-12-12,,active,,12,24.99
14867,3012,2020-03-05,,active,,5,9.99
14868,18065,25-04-2023,2023-06-26,active,,5,24.99
14869,15303,2024-04-05,,active,,12,24.99
14870,5073,2020-01-25,,active,,14,24.99
14871,13802,2024-02-25,13-04-2026,churned,,13,19.99
14872,9094,10-07-2023,26-11-2023,Canceled,Other,2,49.99
14873,574,2021-11-13,,active,,11,12.99
14874,15493,2021-06-05,2022-11-19,churned,Technical issues,13,19.99
14875,17383,2023-08-15,,active,,12,19.99
14876,19894,2024-05-28,,active,,6,9.99
14877,8930,13-08-2021,2024-06-07,churned,N/A,0,9.99
14878,8054,14-04-2020,,active,,4,49.99
14879,3816,14-05-2022,,active,,14,19.99
14880,2399,25-04-2021,,active,,0,49.99
14881,12213,22-02-2024,,active,,9,9.99 USD
14882,14703,25-08-2021,22-10-2021,churned,Lack of use,14,12.99
14883,17804,2021-05-01,28-04-2022,active,,0,49.99
14884,990,2020-02-06,2021-07-29,churned,Switched to competitor,6,24.99
14885,1291,17-05-2020,2023-05-05,churned,Lack of use,11,19.99
14886,6240,2023-11-26,,active,,2,24.99
14887,5550,2024-10-25,2027-01-08,churned,Technical issues,14,24.99
14888,18150,2020-02-27,03-04-2022,churned,Other,2,19.99
14889,13607,2020-05-09,2022-08-31,cancelled,,12,19.99
14890,13776,2024-09-19,20-01-2027,Canceled,,14,12.99
14891,14229,2022-01-07,2023-07-12,cancelled,,8,49.99
14892,8408,2021-11-30,15-05-2022,Canceled,Lack of use,12,49.99
14893,19770,23-09-2022,2023-02-15,active,,9,12.99
14894,7667,2022-04-26,2023-04-25,cancelled,Lack of use,4,9.99
14895,5606,2020-08-05,2020-10-26,active,,9,12.99
14896,5274,31-08-2020,,active,,6,19.99
14897,4123,2021-01-06,,active,,11,19.99
14898,17256,22-08-2022,2025-05-29,Canceled,Too expensive,7,24.99
14899,13002,19-12-2022,,active,,0,19.99
14900,1237,2020-01-31,2021-02-10,churned,Too expensive,11,24.99
14901,5907,2020-05-02,,active,,9,24.99
14902,18068,14-08-2020,2023-06-27,churned,Technical issues,11,19.99
14903,10599,2020-06-23,11-10-2022,active,,3,19.99
14904,9118,2021-02-10,,active,,8,12.99
14905,13678,10-05-2020,,active,,1,9.99
14906,19159,2021-03-29,,active,,14,9.99
14907,7068,17-12-2023,,active,,3,24.99
14908,8445,2023-08-19,2025-11-20,churned,,10,12.99
14909,6499,05-12-2023,2026-08-27,churned,,11,19.99
14910,14121,2020-12-13,26-06-2023,cancelled,,5,19.99
14911,14383,2022-08-08,23-08-2024,churned,Switched to competitor,0,24.99
14912,7461,2022-03-02,22-03-2023,Canceled,Switched to competitor,0,9.99
14913,200,2021-11-06,,active,,14,9.99
14914,1141,29-04-2023,2025-11-17,cancelled,Technical issues,7,49.99
14915,4238,2022-03-29,2024-08-10,churned,N/A,2,12.99
14916,10652,2021-03-04,,active,,-1,24.99
14917,13633,2023-12-10,2026-01-27,cancelled,,10,12.99
14918,4824,2023-04-17,,active,,12,12.99
14919,15538,25-04-2021,2021-07-04,churned,Too expensive,8,19.99
14920,464,2021-05-23,21-02-2022,active,,7,12.99
14921,6404,2024-02-29,2025-07-12,cancelled,,8,49.99
14922,6625,19-12-2023,2024-08-08,cancelled,Switched to competitor,8,9.99
14923,11375,2023-06-12,2025-05-11,churned,N/A,12,19.99
14924,17934,06-08-2024,2026-03-29,churned,,0,24.99
14925,7524,2020-11-30,,active,,2,49.99
14926,4173,2023-08-15,04-05-2026,churned,Switched to competitor,0,9.99
14927,8064,24-11-2020,,active,,14,12.99
14928,11395,2024-06-26,,active,,9,12.99
14929,5290,2024-07-11,,active,,13,9.99
14930,624,08-10-2020,2023-02-08,cancelled,Lack of use,8,12.99
14931,12038,2024-08-31,01-06-2025,active,,6,49.99
14932,2592,2022-03-10,,active,,2,19.99
14933,15411,2021-06-19,2023-04-28,active,,12,9.99
14934,16956,2022-06-24,2023-08-30,churned,Technical issues,6,24.99
14935,14068,14-03-2021,2023-08-31,cancelled,Technical issues,12,9.99
14936,18336,2022-04-03,18-12-2024,churned,N/A,2,9.99
14937,8891,07-12-2021,24-07-2023,cancelled,Other,1,12.99
14938,16377,13-09-2020,23-01-2021,active,,5,12.99
14939,16716,2022-03-16,,active,,2,9.99
14940,7072,2022-05-04,2024-11-30,churned,,11,12.99
14941,12016,2024-09-17,2027-04-25,cancelled,Too expensive,4,19.99
14942,12615,2024-01-07,2025-03-30,Canceled,,9,49.99
14943,13207,2020-04-13,,active,,13,19.99
14944,7155,2023-09-22,08-02-2024,churned,Technical issues,9,19.99
14945,1515,2024-08-25,2024-12-13,active,,1,9.99
14946,6571,2022-11-09,,active,,13,49.99
14947,14994,2020-05-29,,active,,7,9.99
14948,15329,2021-02-27,,active,,12,24.99
14949,4669,23-05-2022,,active,,-1,24.99
14950,8117,2020-04-06,20-02-2023,cancelled,N/A,8,9.99
14951,12220,01-08-2020,02-06-2023,Canceled,,10,12.99
14952,15952,2021-12-05,,active,,-1,19.99
14953,906,2020-12-19,,active,,0,9.99
14954,8075,2021-06-20,,active,,1,9.99
14955,10477,2020-08-22,,active,,13,19.99
14956,15807,28-10-2023,18-08-2025,cancelled,,0,49.99
14957,1079,07-01-2022,2023-09-23,churned,,13,19.99
14958,7640,2020-06-24,,active,,3,9.99
14959,5780,2020-10-28,2023-03-03,cancelled,Technical issues,14,12.99
14960,8354,2023-02-23,2023-09-23,cancelled,,7,19.99
14961,15765,2022-03-27,,active,,5,12.99
14962,18238,2021-06-14,2023-10-29,cancelled,,2,24.99
14963,14005,2023-01-23,14-02-2024,churned,Switched to competitor,5,24.99
14964,18845,2020-04-05,,active,,3,49.99
14965,14565,2024-03-17,,active,,11,24.99 USD
14966,7210,17-01-2021,,active,,8,24.99
14967,17029,14-07-2020,2020-09-22,churned,N/A,1,9.99
14968,6341,22-01-2024,03-03-2025,churned,Switched to competitor,12,49.99
14969,7413,2020-04-20,,active,,4,9.99 USD
14970,10028,2020-07-03,,active,,8,49.99
14971,3590,2020-05-16,,active,,2,19.99
14972,18884,2024-04-22,29-08-2025,churned,,13,12.99
14973,7015,2024-06-22,,active,,0,24.99
14974,13246,2020-09-30,,active,,0,24.99
14975,13020,2021-02-23,2023-04-16,churned,Switched to competitor,5,49.99
14976,11666,2021-07-29,,active,,5,19.99
14977,5734,2024-02-07,,active,,13,12.99
14978,3515,10-08-2024,,active,,2,9.99
14979,16393,28-11-2024,2027-01-12,churned,N/A,14,9.99
14980,906,2020-10-30,2023-01-03,cancelled,Too expensive,9,24.99
14981,2808,2023-05-04,2025-04-25,churned,Lack of use,-1,19.99
14982,585,2024-12-19,2026-07-08,cancelled,Lack of use,13,19.99
14983,5334,04-11-2023,,active,,7,12.99
14984,10534,2020-04-27,,active,,0,19.99
14985,5642,08-10-2024,2025-02-27,churned,Lack of use,3,24.99
14986,13686,2021-05-31,2023-11-23,cancelled,Too expensive,0,19.99
14987,2266,25-12-2020,31-07-2022,churned,,13,19.99
14988,15859,15-12-2023,24-06-2024,churned,Technical issues,8,19.99
14989,3461,2024-04-04,,active,,5,49.99
14990,19703,20-02-2021,2022-01-29,active,,10,19.99
14991,11425,2020-09-18,22-03-2023,Canceled,N/A,5,12.99
14992,5211,2020-03-19,,active,,4,24.99
14993,17667,28-09-2020,2022-04-28,churned,Too expensive,10,19.99
14994,11935,2021-09-27,2024-04-09,churned,Switched to competitor,1,12.99
14995,18406,29-11-2020,2023-04-23,churned,Technical issues,0,12.99
14996,13527,05-02-2022,,active,,-1,19.99
14997,7971,2024-02-17,2026-05-01,churned,,3,9.99
14998,8175,04-12-2022,,active,,6,12.99
14999,6948,2020-09-22,2021-01-30,cancelled,Lack of use,13,19.99 USD
15000,9035,2020-02-13,25-01-2023,churned,Other,12,49.99
15001,10395,25-01-2021,,active,,9,49.99
15002,18486,07-03-2022,,active,,6,12.99
15003,11410,2020-06-12,,active,,6,49.99
15004,16263,2022-09-14,2025-09-03,churned,Too expensive,11,12.99
15005,5651,2024-02-03,26-05-2024,churned,Switched to competitor,12,12.99
15006,18840,2020-05-13,09-11-2021,Canceled,Too expensive,2,24.99
15007,3663,2020-08-10,2020-12-05,Canceled,Other,1,12.99 USD
15008,10674,04-06-2020,2021-03-06,cancelled,,2,49.99
15009,2407,2023-01-17,,active,,7,19.99
15010,2170,19-06-2024,2025-12-10,churned,,5,9.99
15011,10130,2020-06-13,,active,,7,19.99
15012,1402,08-03-2024,2026-02-16,churned,Technical issues,4,24.99
15013,5914,2023-10-14,2025-09-14,active,,12,24.99
15014,12516,01-03-2020,,active,,7,24.99
15015,17468,2022-08-24,17-05-2020,cancelled,Other,9,49.99
15016,19196,16-09-2024,,active,,11,24.99
15017,16519,2022-11-20,2024-06-29,cancelled,Technical issues,0,19.99
15018,3091,2021-12-22,,active,,12,9.99
15019,7699,2023-05-22,2024-05-10,churned,,4,19.99
15020,3169,2024-10-14,2025-08-26,churned,,14,19.99
15021,15435,14-12-2022,2025-01-19,churned,,14,19.99
15022,13893,2022-01-18,2023-01-26,active,,2,19.99
15023,13474,2022-10-27,2023-05-21,active,,4,12.99
15024,8987,2020-09-15,,active,,11,19.99
15025,17557,2021-03-04,2023-08-04,churned,,-1,24.99
15026,13439,2023-03-17,12-03-2024,Canceled,N/A,-1,19.99
15027,14826,2024-02-01,2024-08-30,active,,2,19.99
15028,6820,2021-02-12,,active,,4,49.99
15029,907,2021-03-01,,active,,8,19.99
15030,9077,20-01-2023,,active,,14,12.99
15031,8489,18-08-2024,,active,,10,49.99
15032,14410,11-03-2020,,active,,14,9.99
15033,18406,2022-08-20,,active,,11,24.99
15034,19521,2022-12-10,2025-01-14,churned,Other,2,19.99
15035,19865,14-12-2022,06-04-2025,Canceled,N/A,14,49.99
15036,13840,2024-10-21,2025-11-14,active,,2,19.99
15037,19155,22-11-2022,2025-02-09,cancelled,Too expensive,1,49.99
15038,3218,05-10-2022,,active,,4,49.99
15039,7608,2022-04-12,,active,,11,49.99
15040,11021,2021-06-18,,active,,12,19.99
15041,14614,2021-10-31,2023-09-18,churned,Other,13,9.99
15042,11960,08-08-2024,22-11-2025,churned,,7,9.99 USD
15043,16789,21-06-2024,,active,,11,49.99
15044,1662,2022-09-03,2024-10-26,churned,Other,-1,19.99
15045,15562,2021-06-19,,active,,1,9.99
15046,7557,2022-07-06,,active,,10,24.99
15047,2700,10-11-2022,2025-01-26,cancelled,Switched to competitor,8,9.99 USD
15048,3147,2022-09-27,2022-11-12,churned,Technical issues,8,49.99
15049,16399,2024-06-06,2027-03-26,churned,N/A,14,49.99
15050,9491,19-02-2020,,active,,1,12.99
15051,14207,2020-02-04,,active,,1,19.99
15052,7070,18-08-2023,2025-12-25,churned,,6,19.99
15053,1011,2024-10-22,2026-01-31,churned,Too expensive,11,9.99
15054,9213,2023-05-18,,active,,0,12.99
15055,10008,2024-12-02,,active,,-1,9.99
15056,14104,2022-04-18,,active,,6,19.99
15057,6084,2021-08-26,2024-07-22,active,,9,9.99
15058,6459,2021-05-15,2023-09-10,cancelled,Other,5,24.99
15059,14548,2022-01-06,22-09-2022,active,,2,19.99
15060,5244,2021-01-20,,active,,0,9.99 USD
15061,7028,17-12-2024,,active,,14,12.99
15062,11852,2024-03-12,2024-06-07,churned,N/A,14,19.99
15063,4167,01-02-2023,,active,,0,19.99
15064,11742,27-08-2023,15-06-2025,churned,Lack of use,7,9.99
15065,3638,2024-09-13,25-01-2027,active,,4,9.99
15066,11645,05-09-2022,2024-06-17,cancelled,Too expensive,11,24.99
15067,18619,2022-11-08,2024-01-25,cancelled,,7,19.99
15068,19872,02-03-2022,2025-02-28,cancelled,Other,10,9.99
15069,18467,2020-08-06,,active,,1,19.99
15070,11408,2023-07-11,,active,,3,49.99
15071,19398,2020-09-19,13-02-2021,Canceled,Too expensive,6,12.99
15072,15534,2020-06-10,2021-06-07,cancelled,Switched to competitor,6,19.99
15073,420,2023-11-28,07-09-2025,churned,Switched to competitor,11,24.99
15074,1344,29-04-2022,19-06-2023,Canceled,Too expensive,2,49.99
15075,14499,2020-09-02,31-12-2022,cancelled,,12,49.99 USD
15076,3489,2021-07-13,,active,,0,49.99
15077,10062,17-04-2024,,active,,4,49.99
15078,3268,2020-09-17,06-04-2023,active,,11,24.99
15079,1920,2021-02-24,2022-11-05,cancelled,Too expensive,4,19.99
15080,3690,2020-06-04,,active,,14,49.99
15081,18733,2020-09-29,2023-01-02,churned,Too expensive,2,12.99
15082,806,10-05-2023,,active,,-1,49.99 USD
15083,14362,2021-03-08,2021-10-14,cancelled,Lack of use,14,49.99
15084,9158,2020-10-24,13-02-2022,active,,13,49.99
15085,2982,29-01-2021,2022-08-01,churned,Technical issues,1,19.99
15086,13267,28-06-2021,2023-04-10,active,,7,12.99
15087,13059,05-10-2020,2021-09-07,churned,Too expensive,6,9.99
15088,17228,15-09-2024,01-01-2027,cancelled,Lack of use,1,12.99 USD
15089,13265,27-12-2021,,active,,14,49.99
15090,10076,20-05-2022,2024-07-03,cancelled,Other,9,9.99
15091,14496,03-11-2023,,active,,1,24.99
15092,1532,25-10-2022,09-10-2023,active,,8,19.99 USD
15093,749,30-08-2023,2026-02-12,churned,Technical issues,6,9.99
15094,3731,2023-12-14,2025-07-04,cancelled,Lack of use,7,49.99 USD
15095,5613,01-03-2024,,active,,-1,19.99
15096,5604,2020-06-19,,active,,14,49.99
15097,11848,2022-04-25,,active,,3,12.99
15098,7384,2022-01-07,2023-02-25,cancelled,N/A,1,24.99
15099,4745,2020-08-15,,active,,2,12.99
15100,2113,2024-06-23,05-10-2025,churned,Too expensive,2,12.99
15101,397,2022-12-24,2024-04-02,churned,,11,19.99
15102,1930,31-08-2023,2024-09-28,cancelled,Lack of use,11,49.99
15103,9956,30-12-2021,,active,,14,12.99
15104,6953,2020-07-09,,active,,4,12.99
15105,12351,2024-08-25,2026-09-03,churned,Other,14,12.99
15106,19846,2024-05-21,20-08-2024,cancelled,,13,9.99
15107,2662,2022-03-25,2022-11-19,churned,,0,12.99
15108,6956,2022-03-20,2023-11-03,Canceled,,0,19.99
15109,13258,2022-12-22,,active,,6,9.99
15110,8825,12-07-2020,,active,,0,24.99
15111,3685,13-08-2021,2023-08-09,cancelled,Technical issues,7,24.99
15112,11021,27-03-2022,,active,,13,49.99
15113,9264,2023-08-26,2025-04-08,cancelled,Switched to competitor,4,49.99
15114,14529,30-01-2024,,active,,13,9.99
15115,11463,21-03-2021,,active,,2,12.99
15116,13562,2022-05-15,2023-03-02,cancelled,,10,9.99 USD
15117,15600,2020-04-17,02-10-2020,cancelled,Other,3,9.99
15118,10942,09-07-2024,17-08-2025,cancelled,,2,9.99
15119,3354,22-07-2023,2026-05-05,churned,Other,13,9.99
15120,12722,2020-04-18,,active,,10,49.99
15121,14658,2020-07-18,2020-11-27,churned,Technical issues,14,12.99
15122,9625,19-07-2021,2022-01-05,churned,Other,5,49.99
15123,10960,2021-06-19,2023-02-09,cancelled,Other,0,19.99
15124,6671,2024-01-20,,active,,7,49.99
15125,5681,2024-09-30,06-02-2027,cancelled,Too expensive,7,49.99
15126,15942,22-11-2020,03-11-2023,churned,Technical issues,4,19.99 USD
15127,3010,2022-10-28,,active,,11,9.99
15128,942,2020-02-22,2021-08-19,cancelled,Switched to competitor,13,12.99
15129,18358,2022-12-16,2023-08-27,churned,Switched to competitor,2,49.99
15130,3952,26-09-2022,,active,,2,12.99
15131,5559,2021-07-26,22-10-2022,churned,Other,0,19.99
15132,4095,2022-01-15,19-05-2022,churned,Too expensive,2,12.99
15133,18418,2021-08-22,28-01-2023,cancelled,Lack of use,14,19.99
15134,8152,2023-12-26,,active,,3,19.99
15135,3047,2020-04-24,,active,,8,9.99
15136,12789,2024-07-23,2025-06-02,cancelled,N/A,11,9.99
15137,5103,14-07-2020,,active,,14,19.99
15138,2332,2020-02-01,,active,,6,24.99
15139,2796,2022-02-04,,active,,9,49.99
15140,6135,2024-03-14,,active,,12,12.99
15141,19195,2023-02-01,2024-02-15,churned,Technical issues,7,9.99
15142,5333,24-02-2023,,active,,12,19.99
15143,738,2021-02-14,2022-09-20,active,,4,49.99
15144,14836,2020-07-12,2021-08-14,cancelled,Other,8,9.99
15145,10055,2024-02-28,,active,,6,12.99
15146,5774,22-09-2024,2025-11-04,cancelled,Lack of use,8,24.99
15147,8739,2020-05-28,2021-01-26,cancelled,N/A,0,19.99
