customer_id,signup_date,age,country,marketing_channel,plan_type,is_student
5299,21/09/2023,68,UK,unknown,,FALSE
5300,2021-01-24,44,,Instagram Ads,BASIC,
5301,26/09/2022,,FR,,starter,No
5302,2021-06-08,50,NL,google_ads,,0
5303,17/06/2023,,Germany,Instagram Ads,BASIC,TRUE
5304,15/02/2024,46,UK,referral,,FALSE
5305,20/10/2021,25,UK,insta_ads,,
5306,2021-12-16,50,PL,Google,Pro,No
5307,2024-06-03,,,LinkedIn Ads,Basic,TRUE
5308,09/06/2022,58,,google_ads,Pro,TRUE
5309,2024-04-27,36,,LinkedIn Ads,starter,0
5310,21/01/2024,38,IT,referral,enterprise,Yes
5311,17/01/2023,58,,Instagram Ads,basic,0
5312,10/08/2024,38,IT,Google,BASIC,TRUE
5313,23/01/2023,42,,insta_ads,,0
5314,2021-03-27,59,,Instagram Ads,basic,0
5315,2021-03-03,,UK,Instagram Ads,,
5316,20/03/2023,40,NL,google_ads,BASIC,0
5317,2024-03-17,28,,,BASIC,
5318,2023-10-31,50,PL,,,FALSE
5319,11/11/2022,37,Germany,Google,basic,Yes
5320,01/06/2022,42,,UNKWN,,TRUE
5321,2020-11-08,43,,linkedin,pro,
5322,19/04/2022,57,ES,UNKWN,enterprise,Yes
5323,02/06/2021,69,,,starter,No
5324,2023-05-14,29,ES,,,FALSE
5325,2021-01-09,49,FR,unknown,BASIC,No
5326,2021-03-26,50,Germany,unknown,,FALSE
5327,07/07/2024,27,NL,Insta,Pro,1
5328,2024-12-12,21,IT,,pro,No
5329,11/10/2022,32,germany,,Basic,
5330,2021-08-17,68,ES,instagram,Pro,1
5331,17/04/2023,23,FR,UNKWN,BASIC,0
5332,2023-05-18,44,DE,,,Yes
5333,14/05/2021,22,de,insta_ads,BASIC,No
5334,08/04/2021,22,DE,UNKWN,,TRUE
5335,2023-02-21,35,NL,google_ads,Pro,0
5336,2020-04-22,45,NL,insta_ads,,FALSE
5337,01/11/2022,52,FR,linkedin,,TRUE
5338,23/02/2023,,PL,,,
5339,07/05/2024,39,UK,,Basic,TRUE
5340,26/11/2020,51,germany,LinkedIn Ads,BASIC,0
5341,2023-07-30,21,DE,,,Yes
5342,2020-05-19,35,,,pro,Yes
5343,2023-11-25,58,,LinkedIn Ads,,TRUE
5344,2022-06-20,68,germany,unknown,starter,0
5345,25/01/2023,43,IT,referral,Pro,TRUE
5346,31/05/2021,59,,email,Pro,TRUE
5347,22/07/2021,39,de,,enterprise,FALSE
5348,2022-04-25,64,de,instagram,pro,Yes
5349,2022-12-28,50,ES,Google,basic,No
5350,27/04/2020,,NL,Insta,,Yes
5351,06/06/2022,60,Germany,,basic,TRUE
5352,2022-12-18,31,IT,Google,starter,
5353,2022-11-22,48,UK,email,BASIC,No
5354,2023-09-03,27,,,BASIC,0
5355,19/02/2020,68,,linkedin,Pro,
5356,2024-02-21,41,NL,google_ads,,0
5357,2020-01-19,38,,linkedin,pro,No
5358,2021-12-26,65,,insta_ads,Pro,No
5359,15/07/2020,25,NL,,Pro,Yes
5360,2024-01-13,49,,UNKWN,basic,TRUE
5361,2021-07-12,48,germany,Google,enterprise,0
5362,29/08/2024,51,de,Insta,basic,0
5363,2021-03-27,40,,,enterprise,0
5364,15/10/2020,42,DE,,,
5365,2023-03-10,24,ES,,starter,TRUE
5366,12/01/2023,36,FR,insta_ads,,
5367,13/09/2024,24,ES,insta_ads,Pro,1
5368,2021-01-25,64,IT,email,Pro,FALSE
5369,2024-06-02,25,NL,referral,,Yes
5370,2020-08-02,31,UK,UNKWN,Pro,0
5371,29/03/2024,18,UK,instagram,pro,
5372,2020-08-02,,,Instagram Ads,,1
5373,2023-11-27,30,ES,google_ads,,1
5374,07/05/2020,20,ES,,Pro,0
5375,09/02/2024,,,google_ads,,1
5376,2022-01-29,45,,Instagram Ads,,
5377,2021-02-07,55,Germany,,,Yes
5378,18/11/2022,68,,referral,,FALSE
5379,2024-12-20,32,PL,google_ads,,No
5380,03/12/2020,53,NL,,,FALSE
5381,2022-04-10,,DE,,enterprise,FALSE
5382,14/12/2021,20,ES,LinkedIn Ads,basic,0
5383,26/12/2020,21,IT,UNKWN,starter,
5384,2021-07-22,22,,Google,starter,0
5385,2023-11-16,67,PL,LinkedIn Ads,BASIC,TRUE
5386,2020-08-05,43,,referral,starter,1
5387,2024-05-16,42,,,Basic,1
5388,19/08/2024,27,UK,instagram,BASIC,No
5389,20/07/2020,25,,UNKWN,BASIC,TRUE
5390,17/01/2020,29,,Insta,,No
5391,2020-11-17,,PL,,basic,0
5392,01/06/2021,,IT,linkedin,enterprise,Yes
5393,2024-05-12,,PL,,starter,TRUE
5394,2023-09-10,20,,,,1
5395,06/12/2023,44,NL,UNKWN,,No
5396,2023-09-03,67,UK,,Basic,TRUE
5397,11/11/2021,40,IT,LinkedIn Ads,Basic,TRUE
5398,2023-01-10,57,,Insta,Basic,FALSE
5399,06/02/2024,,,unknown,,TRUE
5400,31/01/2024,50,Germany,instagram,Basic,TRUE
5401,28/02/2021,31,,referral,Pro,1
5402,2024-10-20,,NL,,pro,Yes
5403,08/09/2024,40,DE,Insta,,No
5404,12/05/2023,48,,,,Yes
5405,25/05/2024,30,PL,,Basic,TRUE
5406,2022-10-15,,ES,google_ads,basic,
5407,21/01/2021,29,,Google,Basic,1
5408,16/02/2022,52,Germany,,,1
5409,2020-04-07,35,NL,,pro,1
5410,2023-09-30,38,ES,,,1
5411,2020-07-26,62,,linkedin,,FALSE
5412,17/03/2024,64,IT,,Basic,TRUE
5413,2024-07-17,59,,email,pro,
5414,20/12/2024,18,de,Google,Basic,FALSE
5415,08/08/2021,,DE,,enterprise,
5416,14/06/2020,55,DE,email,,FALSE
5417,22/01/2020,58,Germany,Instagram Ads,,TRUE
5418,2020-06-02,59,,Google,pro,1
5419,2024-01-02,64,Germany,,basic,No
5420,11/08/2023,26,PL,insta_ads,enterprise,1
5421,2020-08-06,40,IT,,BASIC,1
5422,30/10/2021,31,,unknown,Basic,FALSE
5423,27/02/2024,28,UK,LinkedIn Ads,Pro,Yes
5424,17/08/2020,24,PL,LinkedIn Ads,Basic,1
5425,2020-01-20,48,DE,Instagram Ads,,TRUE
5426,2021-07-06,41,germany,,,TRUE
5427,2022-08-07,43,PL,,BASIC,TRUE
5428,2020-05-27,47,UK,unknown,Basic,
5429,2023-02-05,51,de,linkedin,,FALSE
5430,2021-02-06,63,IT,Google,Pro,No
5431,2021-08-18,55,PL,Instagram Ads,starter,No
5432,2024-02-15,22,,google_ads,pro,No
5433,2021-01-01,22,NL,insta_ads,,1
5434,08/12/2023,,IT,Google,enterprise,1
5435,25/08/2023,36,,,starter,Yes
5436,12/03/2022,68,NL,instagram,enterprise,Yes
5437,06/07/2022,55,de,,Pro,Yes
5438,03/03/2023,45,,Google,pro,FALSE
5439,08/10/2024,43,DE,insta_ads,BASIC,No
5440,2023-07-30,,DE,,basic,1
5441,06/12/2024,59,,,,Yes
5442,2020-03-13,40,,linkedin,enterprise,FALSE
5443,25/04/2021,63,germany,unknown,Pro,0
5444,07/10/2023,66,DE,linkedin,starter,Yes
5445,13/07/2021,47,IT,,pro,1
5446,11/09/2023,20,PL,,pro,Yes
5447,14/01/2022,45,Germany,unknown,Basic,
5448,06/01/2024,50,,LinkedIn Ads,Pro,
5449,2020-04-09,59,DE,UNKWN,pro,FALSE
5450,2022-12-18,20,Germany,,basic,0
5451,22/05/2021,22,de,referral,,0
5452,14/09/2020,,ES,Insta,enterprise,FALSE
5453,16/02/2021,36,,,Basic,Yes
5454,2024-01-15,59,IT,referral,Pro,1
5455,2022-12-24,,NL,,basic,FALSE
5456,17/08/2021,,FR,referral,Basic,
5457,23/03/2023,,germany,Google,enterprise,No
5458,2020-09-22,65,DE,instagram,BASIC,FALSE
5459,2022-03-31,18,,,enterprise,TRUE
5460,2023-01-07,55,,instagram,Pro,Yes
5461,31/08/2023,26,ES,google_ads,pro,No
5462,2021-10-23,,,,,1
5463,2022-08-04,22,PL,instagram,,
5464,2021-07-13,,germany,,,No
5465,05/07/2022,63,DE,,pro,0
5466,2022-06-09,59,,,pro,0
5467,2023-06-25,51,,unknown,,FALSE
5468,2024-12-18,54,FR,UNKWN,enterprise,FALSE
5469,17/05/2022,50,UK,Google,basic,TRUE
5470,01/09/2021,42,FR,unknown,,
5471,2021-02-17,59,de,Insta,Basic,0
5472,2020-01-25,46,ES,UNKWN,starter,No
5473,2020-10-10,,UK,,,FALSE
5474,12/01/2024,42,NL,email,enterprise,1
5475,2022-05-30,,,LinkedIn Ads,Basic,1
5476,27/10/2020,,ES,,,0
5477,27/12/2022,26,PL,referral,basic,No
5478,27/10/2022,,UK,UNKWN,,No
5479,2022-03-27,20,Germany,UNKWN,pro,TRUE
5480,2023-03-06,32,UK,referral,basic,No
5481,02/04/2023,21,de,,BASIC,1
5482,2020-03-23,62,germany,Instagram Ads,enterprise,No
5483,2024-07-31,55,,,enterprise,FALSE
5484,14/12/2023,37,NL,email,,FALSE
5485,2023-01-01,66,NL,linkedin,starter,0
5486,14/06/2023,40,Germany,linkedin,Pro,0
5487,15/02/2020,54,,email,enterprise,
5488,09/09/2021,,,referral,,No
5489,2022-07-16,64,DE,,BASIC,Yes
5490,28/12/2024,25,DE,Google,pro,No
5491,18/09/2020,,germany,Instagram Ads,,
5492,24/06/2020,54,germany,,Pro,TRUE
5493,04/04/2023,,,,basic,1
5494,18/10/2021,62,,insta_ads,Basic,1
5495,2022-04-21,50,,instagram,BASIC,No
5496,2021-01-04,50,UK,Insta,enterprise,Yes
5497,23/12/2024,24,ES,LinkedIn Ads,,1
5498,23/02/2020,39,FR,,BASIC,
5499,20/11/2021,22,ES,Instagram Ads,,
5500,13/12/2023,63,UK,referral,,
5501,2024-11-14,32,IT,,,Yes
5502,10/03/2024,38,IT,,,1
5503,26/09/2023,,UK,linkedin,,FALSE
5504,2023-02-24,42,,email,,TRUE
5505,03/12/2023,34,UK,linkedin,starter,1
5506,01/01/2021,,NL,insta_ads,starter,No
5507,2023-07-18,67,,UNKWN,pro,FALSE
5508,05/10/2021,24,ES,Instagram Ads,enterprise,Yes
5509,2024-06-16,,PL,,,TRUE
5510,13/01/2021,,de,insta_ads,starter,
5511,13/03/2020,67,PL,unknown,enterprise,Yes
5512,2022-07-03,,NL,LinkedIn Ads,Pro,Yes
5513,25/06/2023,,germany,Insta,,1
5514,09/05/2022,36,,,,FALSE
5515,2024-12-13,69,FR,Instagram Ads,,TRUE
5516,2020-02-12,24,FR,,pro,FALSE
5517,11/01/2021,57,de,,BASIC,FALSE
5518,30/11/2022,62,FR,linkedin,Pro,0
5519,2020-06-18,,NL,referral,Basic,1
5520,2020-07-30,67,germany,UNKWN,enterprise,Yes
5521,2024-02-25,41,UK,LinkedIn Ads,enterprise,FALSE
5522,2024-08-30,28,Germany,unknown,Basic,Yes
5523,08/02/2020,58,,,Pro,FALSE
5524,03/01/2021,,IT,UNKWN,starter,TRUE
5525,26/01/2022,18,PL,linkedin,enterprise,No
5526,2020-05-30,,,UNKWN,,No
5527,2023-02-08,49,,referral,,No
5528,12/02/2024,57,UK,linkedin,basic,1
5529,30/12/2023,,ES,linkedin,pro,1
5530,2022-12-06,61,ES,UNKWN,,Yes
5531,2022-10-20,19,,Instagram Ads,Basic,1
5532,17/05/2024,32,FR,instagram,starter,No
5533,06/01/2022,38,,google_ads,,1
5534,2023-10-21,41,ES,referral,pro,
5535,2020-03-09,67,NL,linkedin,,No
5536,25/10/2020,34,,linkedin,,FALSE
5537,2022-08-01,64,de,,,
5538,12/03/2022,69,UK,,basic,0
5539,22/10/2020,69,,google_ads,enterprise,No
5540,2020-07-21,26,,Insta,Pro,No
5541,01/03/2020,52,Germany,,Basic,TRUE
5542,2022-08-03,37,DE,LinkedIn Ads,enterprise,0
5543,2022-08-20,36,germany,Insta,BASIC,TRUE
5544,30/08/2023,35,de,LinkedIn Ads,starter,TRUE
5545,2023-03-30,37,ES,google_ads,Pro,TRUE
5546,2020-11-26,47,,UNKWN,BASIC,
5547,31/03/2024,57,,linkedin,basic,
5548,03/12/2020,18,,,,
5549,2024-06-17,41,DE,,basic,No
5550,20/08/2023,41,PL,referral,Pro,Yes
5551,06/03/2024,64,UK,Instagram Ads,starter,
5552,2024-07-31,36,ES,,enterprise,TRUE
5553,23/09/2023,47,NL,linkedin,,1
5554,22/04/2024,43,,,,1
5555,2021-09-30,59,ES,Instagram Ads,BASIC,1
5556,2020-10-01,61,UK,UNKWN,enterprise,No
5557,02/04/2023,,IT,Insta,basic,FALSE
5558,2024-01-06,55,FR,google_ads,Basic,
5559,14/11/2020,46,,LinkedIn Ads,,0
5560,2021-08-11,30,PL,Instagram Ads,,0
5561,18/05/2021,21,PL,Insta,,FALSE
5562,2024-09-05,62,UK,Google,enterprise,
5563,2021-01-21,34,NL,insta_ads,,TRUE
5564,2022-05-19,,,,Basic,1
5565,2022-04-12,50,ES,referral,Basic,0
5566,11/10/2022,22,DE,unknown,enterprise,TRUE
5567,2021-08-25,45,NL,google_ads,enterprise,No
5568,2024-11-08,41,Germany,,Pro,
5569,04/12/2024,34,NL,email,,1
5570,21/11/2021,67,IT,,pro,TRUE
5571,2021-05-08,56,,email,Pro,Yes
5572,2021-05-04,65,,,,No
5573,21/12/2021,57,,UNKWN,starter,0
5574,2023-01-01,61,Germany,,,0
5575,23/05/2021,63,NL,referral,basic,No
5576,2021-01-24,68,,Instagram Ads,,No
5577,30/06/2024,28,IT,,,Yes
5578,21/10/2020,29,IT,referral,Basic,0
5579,24/10/2023,30,IT,unknown,starter,FALSE
5580,2022-03-06,25,de,instagram,BASIC,0
5581,14/05/2022,18,,referral,BASIC,FALSE
5582,13/09/2024,26,germany,insta_ads,Pro,Yes
5583,2021-07-02,45,UK,Google,enterprise,0
5584,10/10/2021,19,PL,,,FALSE
5585,21/07/2021,31,,UNKWN,enterprise,Yes
5586,25/04/2023,30,de,unknown,,TRUE
5587,02/05/2022,65,,,Basic,Yes
5588,2022-02-08,19,germany,insta_ads,,FALSE
5589,2021-03-20,21,UK,email,starter,
5590,2024-05-12,29,PL,Google,Basic,Yes
5591,2020-12-28,65,,insta_ads,BASIC,Yes
5592,02/05/2020,27,,Google,,
5593,26/04/2023,20,Germany,unknown,basic,1
5594,2022-01-11,21,,unknown,,Yes
5595,10/11/2021,23,ES,linkedin,pro,FALSE
5596,2021-02-23,40,,,pro,No
5597,2024-07-07,22,de,,,TRUE
5598,29/06/2023,67,PL,linkedin,,Yes
5599,30/06/2024,20,PL,,,FALSE
5600,21/04/2024,27,,Insta,,0
5601,2023-09-20,60,,insta_ads,,0
5602,2020-04-01,36,DE,Instagram Ads,Basic,FALSE
5603,2024-04-02,31,Germany,LinkedIn Ads,enterprise,1
5604,2020-03-03,38,,instagram,enterprise,0
5605,2024-08-12,,,email,starter,FALSE
5606,26/05/2021,60,de,,pro,No
5607,08/03/2023,45,IT,linkedin,Pro,FALSE
5608,2024-09-17,38,IT,insta_ads,enterprise,No
5609,23/04/2023,53,germany,,Basic,0
5610,13/05/2023,41,,LinkedIn Ads,,TRUE
5611,10/02/2022,,,google_ads,Basic,
5612,2023-05-22,55,PL,,Basic,
5613,12/09/2020,34,Germany,google_ads,pro,Yes
5614,14/05/2020,39,,linkedin,Pro,TRUE
5615,2024-05-15,36,NL,,Pro,Yes
5616,24/05/2022,62,FR,unknown,BASIC,0
5617,01/04/2022,,,google_ads,starter,TRUE
5618,2020-03-28,27,,,enterprise,No
5619,2022-09-14,,,linkedin,enterprise,Yes
5620,2023-05-15,28,,google_ads,Pro,
5621,26/02/2023,,de,linkedin,basic,Yes
5622,02/04/2022,55,NL,,,TRUE
5623,23/10/2022,19,DE,email,Pro,1
5624,2022-08-31,50,,Google,basic,0
5625,2022-07-22,60,PL,email,pro,1
5626,2024-11-12,48,ES,,Pro,TRUE
5627,2020-04-30,65,,Insta,enterprise,FALSE
5628,09/11/2023,52,DE,,,
5629,2024-06-25,54,,,,
5630,2022-11-27,64,germany,Google,Pro,TRUE
5631,26/09/2023,64,Germany,Google,enterprise,0
5632,04/10/2022,53,IT,Insta,starter,
5633,2022-07-13,40,IT,,,No
5634,06/10/2021,53,ES,referral,enterprise,No
5635,14/12/2021,57,,email,,FALSE
5636,2022-05-09,56,UK,,basic,0
5637,2020-01-21,43,,linkedin,BASIC,1
5638,29/08/2020,42,UK,,basic,No
5639,30/03/2021,34,,Instagram Ads,,
5640,20/08/2022,32,PL,LinkedIn Ads,BASIC,0
5641,2021-09-12,54,IT,UNKWN,enterprise,No
5642,2020-10-29,62,germany,LinkedIn Ads,Basic,
5643,07/06/2024,21,IT,,pro,
5644,2024-06-06,39,,instagram,BASIC,Yes
5645,13/03/2022,34,DE,referral,,
5646,2022-08-21,39,Germany,linkedin,BASIC,0
5647,2020-03-09,34,de,,pro,Yes
5648,2023-02-26,31,IT,,,FALSE
5649,14/07/2020,31,NL,google_ads,Basic,No
5650,19/05/2020,34,FR,insta_ads,starter,TRUE
5651,2024-01-07,25,NL,instagram,starter,1
5652,09/10/2020,51,,LinkedIn Ads,pro,FALSE
5653,07/11/2020,43,,email,Pro,TRUE
5654,2022-01-15,62,PL,google_ads,,TRUE
5655,07/04/2024,47,DE,instagram,pro,
5656,2024-08-15,39,,,,FALSE
5657,2020-10-03,33,,,,FALSE
5658,01/03/2020,47,de,,pro,
5659,04/09/2023,33,ES,email,BASIC,No
5660,21/02/2020,55,FR,insta_ads,Pro,1
5661,2020-06-01,,,insta_ads,starter,
5662,2024-11-07,41,,,pro,0
5663,27/08/2023,53,IT,google_ads,,No
5664,2021-06-27,52,NL,Google,starter,
5665,20/07/2021,23,,,enterprise,0
5666,2023-11-13,21,germany,Google,BASIC,0
5667,2024-04-20,35,PL,,starter,TRUE
5668,13/09/2021,23,germany,email,,0
5669,15/04/2023,43,Germany,Instagram Ads,,No
5670,2023-10-17,54,,,,No
5671,2020-11-09,44,de,,starter,1
5672,2022-03-17,58,PL,linkedin,,Yes
5673,2022-04-27,28,,,starter,1
5674,06/04/2020,55,,google_ads,pro,
5675,2022-05-30,,PL,unknown,pro,
5676,21/05/2023,33,,,BASIC,No
5677,2022-04-08,36,,LinkedIn Ads,basic,Yes
5678,2020-05-16,60,Germany,Instagram Ads,,0
5679,2022-10-26,,DE,referral,basic,TRUE
5680,07/10/2022,32,,linkedin,,
5681,18/04/2020,43,ES,instagram,starter,
5682,30/06/2021,,FR,UNKWN,,1
5683,2022-11-28,58,PL,,Basic,
5684,2021-10-23,,,,Pro,FALSE
5685,28/02/2021,48,ES,,,TRUE
5686,2021-09-21,36,germany,,pro,Yes
5687,2020-09-17,,UK,google_ads,BASIC,TRUE
5688,20/12/2023,68,UK,,starter,FALSE
5689,2020-03-27,41,,,Basic,FALSE
5690,2021-04-09,,,,enterprise,
5691,2020-03-16,26,,UNKWN,starter,1
5692,15/04/2021,40,,,starter,0
5693,17/02/2021,21,de,unknown,,1
5694,04/04/2022,27,PL,,,No
5695,13/06/2022,26,FR,UNKWN,pro,No
5696,26/12/2021,36,,,BASIC,TRUE
5697,2021-04-01,32,,Instagram Ads,Pro,
5698,01/08/2023,68,PL,email,,FALSE
5699,16/06/2023,51,,,,
5700,2024-08-27,59,FR,linkedin,basic,TRUE
5701,10/06/2024,36,ES,unknown,,Yes
5702,2021-10-14,66,,,starter,Yes
5703,02/11/2021,69,,google_ads,pro,No
5704,30/04/2024,,UK,UNKWN,,0
5705,27/10/2023,38,,Insta,BASIC,TRUE
5706,2021-05-09,51,FR,instagram,,Yes
5707,05/07/2024,68,,Instagram Ads,Pro,No
5708,04/12/2022,34,Germany,unknown,basic,TRUE
5709,2023-11-25,35,UK,,,
5710,2023-06-24,34,PL,referral,pro,FALSE
5711,27/06/2024,19,Germany,UNKWN,BASIC,Yes
5712,19/08/2021,68,germany,Insta,starter,0
5713,25/03/2021,18,ES,instagram,pro,Yes
5714,2021-04-29,60,de,referral,basic,
5715,07/10/2021,,,referral,,FALSE
5716,2021-09-11,27,IT,referral,BASIC,
5717,07/11/2022,54,FR,Insta,enterprise,No
5718,2024-06-17,65,,insta_ads,,Yes
5719,2021-10-23,,UK,instagram,Pro,FALSE
5720,27/01/2022,22,,unknown,starter,
5721,2020-10-15,,FR,UNKWN,starter,No
5722,08/12/2023,,FR,instagram,,1
5723,2021-12-21,29,,Google,basic,No
5724,29/09/2021,53,,,Pro,Yes
5725,22/08/2020,48,de,insta_ads,starter,No
5726,2021-02-19,,,,BASIC,0
5727,2022-07-26,55,,,basic,Yes
5728,13/05/2021,68,,unknown,pro,No
5729,2022-08-31,26,,,starter,1
5730,25/09/2021,61,,UNKWN,,No
5731,31/07/2024,43,UK,instagram,starter,1
5732,2022-10-16,32,NL,unknown,,Yes
5733,2020-04-24,33,Germany,Google,Basic,
5734,20/07/2022,30,,UNKWN,,No
5735,2021-11-04,42,IT,Insta,,FALSE
5736,2024-10-02,47,FR,referral,starter,
5737,2023-06-11,,UK,,basic,0
5738,12/04/2024,,UK,LinkedIn Ads,Basic,1
5739,31/10/2022,24,FR,unknown,,TRUE
5740,24/07/2020,,,,,1
5741,2024-08-29,,germany,,BASIC,No
5742,2020-09-03,69,UK,,basic,1
5743,01/05/2024,21,ES,google_ads,Basic,No
5744,27/01/2022,60,IT,UNKWN,enterprise,Yes
5745,2023-02-24,57,IT,referral,,Yes
5746,26/05/2020,55,,,,0
5747,2020-04-27,,,instagram,Pro,FALSE
5748,2023-11-06,47,,,Basic,TRUE
5749,15/02/2021,27,PL,,basic,0
5750,14/08/2024,47,FR,referral,,Yes
5751,2024-05-26,56,IT,referral,,FALSE
5752,28/12/2020,24,,,basic,TRUE
5753,2024-03-12,53,,,,FALSE
5754,2020-05-16,52,,Insta,pro,Yes
5755,2023-04-13,41,germany,email,,0
5756,2023-08-05,56,,Instagram Ads,,TRUE
5757,15/08/2022,53,NL,linkedin,Pro,Yes
5758,13/02/2024,62,FR,google_ads,BASIC,No
5759,19/01/2020,37,Germany,Instagram Ads,Basic,0
5760,13/07/2020,66,FR,insta_ads,BASIC,TRUE
5761,2020-11-25,49,NL,Instagram Ads,basic,FALSE
5762,23/06/2020,,,,BASIC,No
5763,28/09/2022,56,,,Basic,FALSE
5764,2021-03-24,66,,,,Yes
5765,03/08/2022,43,PL,email,,
5766,09/10/2023,43,DE,insta_ads,enterprise,Yes
5767,02/03/2024,53,FR,,basic,No
5768,2020-05-20,60,ES,instagram,basic,No
5769,2022-01-27,,,Instagram Ads,pro,TRUE
5770,18/07/2022,52,,,starter,FALSE
5771,2020-04-02,60,UK,UNKWN,,1
5772,2020-08-26,52,,Google,,Yes
5773,23/07/2020,29,,referral,BASIC,1
5774,2021-07-13,50,de,Instagram Ads,pro,1
5775,27/12/2023,53,,,enterprise,No
5776,2020-09-01,31,,instagram,,
5777,11/04/2022,50,ES,insta_ads,BASIC,FALSE
5778,2023-09-02,63,,linkedin,,1
5779,2022-07-13,62,NL,insta_ads,,FALSE
5780,2020-10-21,62,,,,No
5781,01/10/2021,41,germany,Google,BASIC,
5782,05/05/2022,32,Germany,,Basic,0
5783,29/07/2023,48,NL,,Basic,0
5784,2020-01-17,34,de,Insta,pro,0
5785,11/03/2020,29,,referral,,0
5786,2023-07-16,,NL,unknown,basic,1
5787,2023-09-10,39,,Google,Pro,1
5788,2024-12-22,40,UK,,enterprise,Yes
5789,31/10/2020,43,,,pro,
5790,2024-01-14,31,,,,
5791,2022-10-27,29,de,,Pro,1
5792,2023-08-30,67,,Insta,basic,TRUE
5793,2022-03-27,21,,UNKWN,,No
5794,31/01/2023,,,,pro,TRUE
5795,2022-03-31,63,,LinkedIn Ads,pro,0
5796,11/07/2020,68,,Google,basic,1
5797,11/11/2024,,UK,,pro,1
5798,16/05/2024,30,Germany,,BASIC,TRUE
5799,2021-06-12,,,insta_ads,,
5800,19/06/2020,,IT,linkedin,BASIC,Yes
5801,09/04/2024,,de,,,Yes
5802,07/09/2020,35,DE,Insta,,TRUE
5803,23/11/2024,60,NL,,,TRUE
5804,11/11/2023,45,ES,unknown,Pro,No
5805,2023-05-15,55,NL,insta_ads,BASIC,Yes
5806,24/06/2021,58,,LinkedIn Ads,,0
5807,2024-07-10,61,Germany,linkedin,BASIC,
5808,2021-02-19,36,Germany,,enterprise,FALSE
5809,04/03/2022,63,UK,,Basic,0
5810,2023-11-04,64,,LinkedIn Ads,Pro,1
5811,13/03/2023,60,Germany,,,1
5812,2020-01-25,55,de,insta_ads,BASIC,TRUE
5813,2021-10-29,63,,Insta,,0
5814,01/01/2023,20,,,,FALSE
5815,2021-09-23,36,ES,insta_ads,BASIC,Yes
5816,21/01/2023,37,Germany,instagram,BASIC,
5817,19/05/2021,42,FR,Insta,pro,Yes
5818,09/06/2024,28,,referral,,Yes
5819,2020-12-01,,,unknown,basic,0
5820,28/02/2021,,FR,insta_ads,basic,TRUE
5821,13/05/2021,34,UK,LinkedIn Ads,basic,TRUE
5822,2023-10-19,,Germany,,starter,1
5823,2022-08-04,,Germany,google_ads,enterprise,0
5824,2021-09-21,,DE,LinkedIn Ads,Basic,1
5825,03/11/2024,66,ES,UNKWN,BASIC,Yes
5826,2023-05-07,,Germany,Instagram Ads,starter,
5827,2021-12-18,52,,LinkedIn Ads,basic,1
5828,07/12/2023,31,DE,Insta,Basic,1
5829,2020-12-04,,,insta_ads,Basic,Yes
5830,20/10/2021,56,,LinkedIn Ads,Pro,TRUE
5831,19/08/2022,,,UNKWN,starter,1
5832,2021-03-04,36,,Insta,enterprise,TRUE
5833,2024-12-11,20,UK,,,FALSE
5834,17/06/2022,51,NL,,Basic,TRUE
5835,2020-05-18,,,,Basic,No
5836,12/09/2024,66,DE,Google,pro,No
5837,30/07/2022,58,FR,LinkedIn Ads,starter,Yes
5838,25/06/2021,39,FR,referral,,No
5839,2020-02-26,55,,instagram,Basic,FALSE
5840,2023-06-09,,de,linkedin,,
5841,2021-10-19,44,,linkedin,,
5842,10/03/2021,38,,,,TRUE
5843,2021-01-18,58,,,starter,
5844,2021-07-13,48,DE,UNKWN,Basic,TRUE
5845,2020-07-12,44,ES,Google,BASIC,0
5846,25/10/2024,54,,linkedin,,1
5847,29/07/2024,19,IT,,,1
5848,2021-06-17,,,google_ads,enterprise,1
5849,2021-06-01,64,,insta_ads,starter,TRUE
5850,2021-12-16,26,NL,,basic,TRUE
5851,2022-01-20,36,PL,unknown,,0
5852,03/07/2020,59,UK,email,,1
5853,18/10/2020,53,Germany,,enterprise,0
5854,2023-09-20,27,NL,,basic,
5855,01/01/2022,,DE,Google,pro,TRUE
5856,25/04/2020,57,,Instagram Ads,BASIC,
5857,04/04/2022,,ES,UNKWN,Basic,FALSE
5858,08/12/2022,62,,Instagram Ads,BASIC,1
5859,2021-11-15,56,,google_ads,Pro,No
5860,2020-03-22,24,UK,UNKWN,enterprise,1
5861,2022-04-13,21,de,,,No
5862,2020-11-28,32,UK,referral,,Yes
5863,2021-07-10,29,NL,Google,,
5864,2020-11-30,65,NL,,enterprise,
5865,2021-06-15,23,PL,LinkedIn Ads,basic,No
5866,08/08/2020,,,Insta,enterprise,0
5867,2021-09-26,26,,UNKWN,basic,FALSE
5868,2024-11-04,52,IT,insta_ads,,TRUE
5869,2024-10-22,25,,linkedin,Basic,
5870,2020-11-18,24,ES,instagram,Basic,0
5871,03/01/2020,21,de,,basic,0
5872,2024-09-13,,,LinkedIn Ads,,FALSE
5873,2020-07-24,30,germany,referral,,Yes
5874,09/02/2020,36,UK,,,0
5875,2020-02-28,,IT,,,FALSE
5876,2022-08-08,24,,referral,starter,
5877,2021-07-27,27,,,,FALSE
5878,2021-10-05,42,ES,,,
5879,2024-03-10,61,NL,Instagram Ads,basic,Yes
5880,2024-05-14,,,linkedin,,FALSE
